Time	Current	U_Battery	U_2
1884230	0.09206	3.466	0.134
1884443	0.09212	3.447	0.131
1884655	0.09212	3.447	0.133
1884868	0.09201	3.465	0.133
1885081	0.09201	3.464	0.134
1885294	0.09206	3.431	0.132
1885507	0.09212	3.431	0.133
1885720	0.09206	3.447	0.132
1885932	0.09206	3.463	0.133
1886145	0.09201	3.415	0.133
1886358	0.09212	3.447	0.133
1886571	0.09206	3.448	0.135
1886784	0.09212	3.447	0.133
1886997	0.09212	3.463	0.134
1887209	0.09212	3.431	0.133
1887422	0.09206	3.447	0.134
1887635	0.09206	3.463	0.133
1887848	0.09212	3.464	0.134
1888061	0.09206	3.447	0.134
1888273	0.09212	3.463	0.134
1888486	0.09212	3.447	0.134
1888699	0.09206	3.463	0.134
1888912	0.09206	3.413	0.13
1889124	0.09201	3.43	0.133
1889337	0.09206	3.446	0.133
1889549	0.09206	3.43	0.134
1889762	0.09201	3.463	0.133
1889975	0.09212	3.429	0.134
1890188	0.09206	3.463	0.134
1890401	0.09217	3.429	0.134
1890614	0.09206	3.429	0.132
1890826	0.09206	3.447	0.133
1891039	0.09212	3.446	0.133
1891252	0.09212	3.446	0.133
1891465	0.09212	3.462	0.133
1891678	0.09217	3.461	0.133
1891890	0.09212	3.461	0.134
1892103	0.09212	3.43	0.133
1892316	0.09217	3.461	0.133
1892529	0.09206	3.462	0.133
1892742	0.09212	3.461	0.134
1892955	0.09217	3.445	0.133
1893167	0.09212	3.412	0.132
1893380	0.09212	3.429	0.132
1893593	0.09212	3.46	0.133
1893806	0.09217	3.445	0.134
1894019	0.09206	3.444	0.133
1894232	0.09217	3.443	0.134
1894444	0.09217	3.461	0.133
1894657	0.09212	3.413	0.133
1894870	0.09217	3.461	0.133
1895083	0.09212	3.429	0.133
1895296	0.09212	3.429	0.133
1895508	0.09212	3.462	0.134
1895721	0.09212	3.446	0.134
1895934	0.09212	3.461	0.134
1896147	0.09212	3.461	0.134
1896360	0.09217	3.461	0.134
1896573	0.09217	3.428	0.133
1896785	0.09217	3.461	0.133
1896998	0.09217	3.461	0.134
1897211	0.09217	3.461	0.135
1897424	0.09222	3.461	0.133
1897637	0.09217	3.444	0.133
1897850	0.09217	3.459	0.133
1898062	0.09222	3.428	0.133
1898275	0.09212	3.444	0.133
1898488	0.09212	3.46	0.133
1898701	0.09212	3.428	0.132
1898914	0.09217	3.427	0.133
1899126	0.09217	3.444	0.134
1899339	0.09217	3.428	0.132
1899552	0.09217	3.427	0.133
1899765	0.09212	3.46	0.134
1899978	0.09212	3.458	0.134
1900191	0.09228	3.459	0.134
1900403	0.09217	3.443	0.133
1900616	0.09217	3.426	0.132
1900829	0.09222	3.443	0.133
1901042	0.09222	3.443	0.133
1901255	0.09217	3.459	0.134
1901468	0.09217	3.444	0.133
1901680	0.09217	3.443	0.132
1901893	0.09217	3.426	0.133
1902106	0.09222	3.459	0.135
1902319	0.09222	3.426	0.132
1902532	0.09212	3.425	0.133
1902744	0.09222	3.427	0.133
1902957	0.09217	3.441	0.133
1903170	0.09217	3.442	0.133
1903383	0.09222	3.441	0.132
1903596	0.09222	3.441	0.133
1903809	0.09217	3.459	0.134
1904021	0.09217	3.442	0.134
1904234	0.09228	3.409	0.133
1904447	0.09222	3.442	0.134
1904660	0.09222	3.442	0.134
1904873	0.09217	3.456	0.134
1905086	0.09222	3.442	0.134
1905298	0.09222	3.441	0.134
1905511	0.09228	3.426	0.134
1905724	0.09222	3.459	0.134
1905937	0.09217	3.459	0.134
1906150	0.09228	3.458	0.133
1906361	0.09222	3.459	0.135
1906574	0.09228	3.458	0.134
1906787	0.09228	3.459	0.134
1907000	0.09222	3.459	0.134
1907213	0.09228	3.458	0.135
1907426	0.09222	3.441	0.133
1907638	0.09228	3.442	0.134
1907851	0.09217	3.425	0.134
1908064	0.09222	3.442	0.134
1908277	0.09228	3.442	0.134
1908490	0.09228	3.441	0.133
1908703	0.09217	3.441	0.133
1908915	0.09228	3.457	0.133
1909128	0.09222	3.441	0.134
1909341	0.09222	3.441	0.134
1909554	0.09228	3.44	0.133
1909767	0.09217	3.457	0.133
1909979	0.09228	3.425	0.133
1910192	0.09228	3.456	0.134
1910405	0.09222	3.441	0.134
1910618	0.09222	3.456	0.134
1910831	0.09228	3.457	0.135
1911044	0.09228	3.457	0.135
1911256	0.09222	3.455	0.133
1911469	0.09228	3.456	0.134
1911682	0.09228	3.441	0.134
1911895	0.09228	3.44	0.133
1912108	0.09228	3.423	0.134
1912321	0.09228	3.423	0.132
1912533	0.09233	3.44	0.134
1912746	0.09228	3.424	0.132
1912959	0.09228	3.424	0.133
1913172	0.09228	3.423	0.132
1913385	0.09228	3.423	0.133
1913597	0.09222	3.456	0.133
1913810	0.09217	3.423	0.133
1914023	0.09228	3.455	0.134
1914236	0.09228	3.455	0.134
1914449	0.09228	3.439	0.134
1914662	0.09233	3.455	0.134
1914874	0.09217	3.423	0.133
1915087	0.09222	3.422	0.132
1915300	0.09233	3.456	0.134
1915513	0.09233	3.423	0.133
1915726	0.09228	3.456	0.134
1915939	0.09233	3.455	0.133
1916151	0.09233	3.454	0.134
1916364	0.09228	3.438	0.134
1916577	0.09228	3.456	0.134
1916790	0.09228	3.439	0.133
1917003	0.09228	3.456	0.133
1917216	0.09239	3.455	0.135
1917428	0.09233	3.406	0.133
1917641	0.09228	3.44	0.134
1917854	0.09233	3.455	0.134
1918067	0.09233	3.455	0.134
1918280	0.09228	3.455	0.135
1918492	0.09233	3.406	0.132
1918705	0.09233	3.423	0.133
1918918	0.09233	3.455	0.134
1919131	0.09228	3.44	0.134
1919344	0.09233	3.438	0.133
1919557	0.09233	3.455	0.135
1919769	0.09233	3.453	0.134
1919982	0.09233	3.439	0.134
1920195	0.09228	3.438	0.133
1920408	0.09239	3.453	0.134
1920621	0.09233	3.422	0.131
1920834	0.09233	3.404	0.132
1921046	0.09239	3.438	0.134
1921259	0.09233	3.421	0.132
1921472	0.09233	3.437	0.134
1921685	0.09228	3.454	0.135
1921898	0.09233	3.438	0.134
1922110	0.09233	3.422	0.134
1922323	0.09233	3.454	0.135
1922536	0.09233	3.421	0.132
1922749	0.09233	3.436	0.133
1922962	0.09233	3.422	0.133
1923175	0.09239	3.454	0.134
1923387	0.09239	3.452	0.134
1923600	0.09228	3.453	0.135
1923812	0.09239	3.437	0.134
1924025	0.09239	3.453	0.134
1924238	0.09233	3.454	0.134
1924451	0.09233	3.453	0.134
1924663	0.09239	3.437	0.134
1924876	0.09233	3.42	0.133
1925089	0.09244	3.437	0.133
1925302	0.09228	3.452	0.135
1925515	0.09233	3.452	0.134
1925727	0.09233	3.451	0.134
1925940	0.09233	3.42	0.132
1926153	0.09239	3.451	0.133
1926366	0.09239	3.42	0.134
1926579	0.09239	3.436	0.132
1926792	0.09244	3.42	0.133
1927004	0.09244	3.452	0.134
1927217	0.09244	3.452	0.135
1927430	0.09239	3.451	0.135
1927643	0.09239	3.435	0.133
1927856	0.09244	3.421	0.133
1928069	0.09244	3.42	0.133
1928281	0.09233	3.453	0.134
1928494	0.09239	3.436	0.133
1928707	0.09239	3.452	0.134
1928920	0.09239	3.452	0.134
1929133	0.09239	3.451	0.134
1929345	0.09249	3.436	0.133
1929558	0.09239	3.403	0.131
1929771	0.09239	3.435	0.134
1929984	0.09244	3.436	0.133
1930197	0.09244	3.452	0.134
1930410	0.09244	3.436	0.134
1930622	0.09244	3.435	0.134
1930835	0.09239	3.452	0.134
1931048	0.09244	3.435	0.133
1931261	0.09244	3.451	0.134
1931474	0.09244	3.435	0.134
1931687	0.09244	3.451	0.133
1931899	0.09244	3.435	0.135
1932112	0.09239	3.435	0.133
1932325	0.09244	3.418	0.134
1932538	0.09244	3.402	0.133
1932751	0.09249	3.452	0.135
1932963	0.09244	3.433	0.133
1933176	0.09249	3.434	0.134
1933389	0.09244	3.433	0.133
1933602	0.09255	3.4	0.132
1933815	0.09244	3.451	0.136
1934028	0.09244	3.45	0.134
1934240	0.09244	3.433	0.133
1934453	0.09249	3.401	0.132
1934666	0.09249	3.433	0.133
1934879	0.09244	3.45	0.134
1935092	0.09239	3.434	0.134
1935305	0.09249	3.45	0.134
1935517	0.09239	3.45	0.134
1935730	0.09244	3.45	0.134
1935943	0.09249	3.432	0.134
1936156	0.09249	3.433	0.133
1936369	0.09255	3.433	0.133
1936581	0.09249	3.432	0.133
1936794	0.09249	3.433	0.134
1937007	0.09244	3.432	0.134
1937220	0.09244	3.416	0.134
1937433	0.09244	3.416	0.132
1937646	0.09249	3.432	0.134
1937858	0.09249	3.448	0.135
1938071	0.09249	3.432	0.134
1938284	0.09249	3.448	0.134
1938497	0.09249	3.451	0.136
1938710	0.09249	3.45	0.135
1938923	0.09249	3.433	0.134
1939135	0.09255	3.449	0.134
1939348	0.09244	3.449	0.134
1939561	0.09249	3.449	0.135
1939774	0.09249	3.449	0.134
1939987	0.09249	3.448	0.133
1940199	0.09249	3.431	0.133
1940412	0.09249	3.449	0.134
1940625	0.09249	3.449	0.134
1940838	0.09249	3.432	0.134
1941051	0.09249	3.449	0.136
1941264	0.09249	3.448	0.134
1941475	0.09244	3.415	0.133
1941688	0.09249	3.431	0.133
1941901	0.09244	3.447	0.135
1942114	0.09249	3.449	0.135
1942327	0.09249	3.447	0.135
1942540	0.09249	3.447	0.134
1942752	0.09249	3.416	0.132
1942965	0.0926	3.415	0.133
1943178	0.09249	3.398	0.133
1943391	0.09249	3.448	0.135
1943604	0.09249	3.447	0.134
1943816	0.0926	3.43	0.132
1944029	0.09255	3.416	0.133
1944242	0.0926	3.447	0.135
1944455	0.09249	3.447	0.135
1944668	0.09255	3.43	0.133
1944881	0.09255	3.414	0.132
1945093	0.09255	3.446	0.135
1945306	0.09255	3.448	0.136
1945519	0.0926	3.446	0.134
1945732	0.09255	3.447	0.135
1945945	0.09255	3.415	0.133
1946158	0.09255	3.413	0.134
1946370	0.09255	3.446	0.134
1946583	0.09255	3.398	0.133
1946796	0.0926	3.446	0.135
1947009	0.0926	3.43	0.134
1947222	0.09255	3.413	0.132
1947434	0.0926	3.445	0.134
1947647	0.09255	3.431	0.134
1947860	0.09255	3.446	0.136
1948073	0.09255	3.43	0.134
1948286	0.09266	3.429	0.134
1948499	0.0926	3.446	0.136
1948711	0.09271	3.446	0.135
1948924	0.09266	3.43	0.133
1949137	0.09255	3.412	0.132
1949350	0.0926	3.413	0.133
1949563	0.09266	3.446	0.134
1949776	0.0926	3.446	0.134
1949988	0.09266	3.43	0.133
1950201	0.09255	3.446	0.135
1950414	0.09266	3.431	0.133
1950627	0.09266	3.429	0.133
1950840	0.09266	3.43	0.134
1951052	0.0926	3.412	0.131
1951265	0.09266	3.429	0.134
1951478	0.0926	3.444	0.134
1951691	0.0926	3.445	0.135
1951904	0.0926	3.43	0.134
1952117	0.09255	3.445	0.135
1952329	0.0926	3.446	0.134
1952542	0.09255	3.429	0.132
1952755	0.0926	3.444	0.134
1952968	0.0926	3.397	0.134
1953181	0.0926	3.396	0.133
1953394	0.09266	3.428	0.135
1953606	0.0926	3.396	0.133
1953819	0.09266	3.444	0.135
1954032	0.0926	3.428	0.133
1954245	0.09266	3.445	0.134
1954458	0.09266	3.428	0.134
1954670	0.0926	3.412	0.134
1954883	0.09255	3.412	0.133
1955096	0.09271	3.411	0.133
1955309	0.09266	3.444	0.135
1955522	0.0926	3.444	0.135
1955735	0.09266	3.444	0.135
1955947	0.09266	3.443	0.133
1956160	0.09266	3.395	0.133
1956373	0.09266	3.427	0.134
1956586	0.09266	3.444	0.134
1956799	0.09266	3.427	0.134
1957012	0.0926	3.442	0.134
1957224	0.0926	3.444	0.135
1957437	0.09266	3.443	0.134
1957650	0.09266	3.427	0.133
1957863	0.09266	3.443	0.134
1958076	0.0926	3.442	0.134
1958288	0.09271	3.442	0.133
1958500	0.09255	3.411	0.134
1958713	0.0926	3.426	0.134
1958926	0.09266	3.443	0.135
1959139	0.09271	3.427	0.134
1959352	0.09271	3.426	0.134
1959564	0.09271	3.443	0.136
1959777	0.09266	3.426	0.134
1959990	0.09271	3.426	0.134
1960203	0.0926	3.442	0.133
1960416	0.09266	3.427	0.134
1960629	0.09271	3.443	0.135
1960841	0.09266	3.427	0.134
1961054	0.09271	3.442	0.134
1961267	0.09271	3.426	0.133
1961480	0.09266	3.443	0.135
1961693	0.09266	3.426	0.134
1961905	0.09271	3.411	0.134
1962118	0.09271	3.442	0.134
1962331	0.09277	3.425	0.135
1962544	0.09266	3.442	0.133
1962757	0.09271	3.409	0.133
1962970	0.09271	3.425	0.134
1963182	0.09266	3.409	0.132
1963395	0.09271	3.425	0.134
1963608	0.09271	3.442	0.135
1963821	0.09271	3.442	0.134
1964034	0.09266	3.441	0.136
1964247	0.09277	3.441	0.136
1964459	0.09277	3.41	0.134
1964672	0.09271	3.425	0.133
1964885	0.09277	3.425	0.134
1965098	0.09277	3.442	0.134
1965311	0.09277	3.409	0.134
1965524	0.09277	3.41	0.134
1965736	0.09271	3.441	0.137
1965949	0.09271	3.408	0.133
1966162	0.09271	3.41	0.134
1966375	0.09277	3.425	0.136
1966588	0.09271	3.408	0.134
1966800	0.09277	3.409	0.133
1967013	0.09277	3.425	0.135
1967226	0.09271	3.408	0.133
1967439	0.09282	3.439	0.134
1967652	0.09271	3.408	0.133
1967865	0.09271	3.424	0.134
1968077	0.09271	3.408	0.132
1968290	0.09282	3.422	0.134
1968503	0.09277	3.44	0.134
1968716	0.09282	3.439	0.134
1968929	0.09282	3.439	0.134
1969142	0.09277	3.423	0.134
1969354	0.09282	3.423	0.136
1969567	0.09277	3.392	0.135
1969780	0.09282	3.423	0.134
1969993	0.09282	3.407	0.134
1970206	0.09277	3.44	0.135
1970418	0.09282	3.424	0.135
1970631	0.09282	3.422	0.135
1970844	0.09287	3.439	0.135
1971057	0.09277	3.406	0.134
1971270	0.09282	3.422	0.134
1971483	0.09282	3.439	0.135
1971695	0.09277	3.408	0.136
1971908	0.09277	3.439	0.137
1972121	0.09277	3.424	0.133
1972334	0.09282	3.424	0.135
1972547	0.09287	3.439	0.134
1972760	0.09282	3.407	0.133
1972972	0.09282	3.406	0.134
1973185	0.09282	3.439	0.135
1973398	0.09282	3.439	0.135
1973611	0.09282	3.439	0.136
1973824	0.09277	3.423	0.134
1974037	0.09287	3.438	0.134
1974249	0.09282	3.438	0.135
1974462	0.09282	3.438	0.135
1974675	0.09282	3.438	0.136
1974888	0.09282	3.436	0.134
1975101	0.09282	3.405	0.133
1975313	0.09287	3.438	0.136
1975526	0.09282	3.404	0.134
1975739	0.09287	3.406	0.135
1975952	0.09298	3.438	0.135
1976164	0.09287	3.421	0.135
1976377	0.09282	3.406	0.134
1976589	0.09282	3.437	0.136
1976802	0.09282	3.422	0.134
1977015	0.09287	3.437	0.135
1977228	0.09282	3.437	0.135
1977441	0.09282	3.437	0.135
1977654	0.09293	3.437	0.135
1977866	0.09287	3.437	0.135
1978079	0.09293	3.438	0.135
1978292	0.09287	3.42	0.135
1978505	0.09287	3.404	0.134
1978718	0.09282	3.436	0.135
1978930	0.09293	3.403	0.133
1979143	0.09287	3.437	0.137
1979356	0.09298	3.388	0.134
1979569	0.09287	3.436	0.135
1979782	0.09282	3.42	0.134
1979995	0.09293	3.436	0.135
1980207	0.09282	3.419	0.136
1980420	0.09293	3.404	0.134
1980633	0.09293	3.404	0.134
1980846	0.09293	3.436	0.134
1981059	0.09287	3.42	0.135
1981272	0.09287	3.402	0.135
1981484	0.09282	3.435	0.135
1981697	0.09293	3.435	0.135
1981910	0.09293	3.403	0.135
1982123	0.09293	3.418	0.135
1982336	0.09298	3.403	0.135
1982548	0.09293	3.404	0.134
1982761	0.09287	3.403	0.134
1982974	0.09293	3.436	0.136
1983187	0.09293	3.404	0.134
1983400	0.09293	3.42	0.135
1983613	0.09298	3.404	0.134
1983825	0.09298	3.419	0.136
1984038	0.09293	3.404	0.135
1984251	0.09298	3.435	0.135
1984464	0.09298	3.435	0.135
1984677	0.09298	3.436	0.136
1984890	0.09293	3.435	0.135
1985102	0.09287	3.436	0.136
1985315	0.09293	3.402	0.134
1985528	0.09298	3.434	0.135
1985741	0.09293	3.436	0.137
1985954	0.09298	3.387	0.135
1986166	0.09298	3.435	0.136
1986379	0.09293	3.435	0.137
1986592	0.09298	3.418	0.135
1986805	0.09293	3.419	0.135
1987018	0.09298	3.436	0.137
1987231	0.09298	3.418	0.135
1987443	0.09287	3.402	0.134
1987656	0.09298	3.385	0.134
1987869	0.09298	3.417	0.135
1988082	0.09298	3.434	0.134
1988295	0.09293	3.434	0.135
1988508	0.09298	3.418	0.135
1988720	0.09293	3.401	0.134
1988933	0.09304	3.401	0.132
1989146	0.09293	3.433	0.136
1989359	0.09298	3.402	0.134
1989572	0.09287	3.433	0.136
1989784	0.09304	3.433	0.136
1989997	0.09298	3.417	0.135
1990210	0.09298	3.417	0.136
1990423	0.09298	3.401	0.135
1990636	0.09298	3.399	0.132
1990849	0.09298	3.433	0.136
1991061	0.09304	3.432	0.135
1991274	0.09293	3.432	0.136
1991487	0.09293	3.416	0.134
1991700	0.09298	3.417	0.135
1991913	0.09309	3.431	0.135
1992126	0.09293	3.416	0.135
1992338	0.09304	3.433	0.136
1992551	0.09304	3.415	0.136
1992764	0.09304	3.416	0.136
1992977	0.09309	3.399	0.133
1993190	0.09298	3.431	0.135
1993401	0.09304	3.432	0.136
1993614	0.09304	3.417	0.135
1993827	0.09304	3.416	0.135
1994040	0.09304	3.433	0.137
1994253	0.09304	3.433	0.136
1994466	0.09298	3.417	0.137
1994678	0.09304	3.433	0.135
1994891	0.09304	3.432	0.137
1995104	0.09304	3.433	0.136
1995317	0.09304	3.401	0.135
1995530	0.09309	3.431	0.136
1995743	0.09298	3.432	0.137
1995955	0.09304	3.433	0.137
1996168	0.09309	3.415	0.134
1996381	0.09304	3.417	0.136
1996594	0.09309	3.431	0.136
1996807	0.09304	3.431	0.137
1997020	0.09304	3.432	0.136
1997232	0.09309	3.432	0.136
1997445	0.09304	3.399	0.134
1997658	0.09309	3.415	0.134
1997871	0.09298	3.415	0.136
1998084	0.09298	3.382	0.134
1998297	0.09309	3.415	0.136
1998509	0.09304	3.431	0.136
1998722	0.09304	3.431	0.137
1998935	0.09298	3.431	0.135
1999148	0.09309	3.399	0.136
1999361	0.09309	3.399	0.135
1999573	0.09309	3.397	0.134
1999786	0.09309	3.43	0.137
1999999	0.09309	3.383	0.135
2000212	0.09309	3.415	0.134
2000425	0.09309	3.414	0.136
2000638	0.09309	3.43	0.136
2000850	0.09309	3.398	0.136
2001063	0.09315	3.429	0.137
2001276	0.09304	3.43	0.135
2001489	0.09309	3.414	0.136
2001702	0.0932	3.413	0.134
2001915	0.09309	3.397	0.134
2002127	0.09304	3.429	0.136
2002340	0.09315	3.38	0.135
2002553	0.09309	3.397	0.133
2002766	0.09309	3.429	0.136
2002979	0.09315	3.412	0.136
2003191	0.09309	3.429	0.136
2003404	0.09309	3.413	0.135
2003617	0.09309	3.428	0.135
2003830	0.09309	3.396	0.135
2004043	0.09309	3.396	0.135
2004256	0.09315	3.397	0.135
2004468	0.09304	3.411	0.135
2004681	0.09309	3.379	0.134
2004894	0.0932	3.43	0.135
2005107	0.09309	3.428	0.137
2005320	0.09315	3.398	0.134
2005533	0.09309	3.397	0.136
2005745	0.09315	3.43	0.136
2005958	0.09315	3.398	0.136
2006171	0.0932	3.396	0.136
2006384	0.09309	3.428	0.137
2006597	0.09315	3.43	0.136
2006809	0.0932	3.427	0.136
2007022	0.0932	3.413	0.135
2007235	0.09315	3.43	0.137
2007448	0.09309	3.428	0.137
2007661	0.09315	3.428	0.136
2007874	0.09315	3.38	0.134
2008086	0.09315	3.427	0.136
2008299	0.0932	3.412	0.136
2008512	0.09304	3.427	0.136
2008725	0.09315	3.428	0.136
2008938	0.09315	3.427	0.136
2009151	0.0932	3.395	0.135
2009363	0.0932	3.412	0.136
2009576	0.09315	3.395	0.134
2009789	0.09315	3.411	0.136
2010002	0.0932	3.411	0.135
2010215	0.0932	3.427	0.136
2010427	0.09325	3.394	0.134
2010640	0.09315	3.395	0.134
2010852	0.0932	3.426	0.137
2011065	0.09325	3.425	0.135
2011278	0.0932	3.411	0.135
2011491	0.09315	3.426	0.136
2011703	0.09325	3.425	0.135
2011916	0.0932	3.426	0.136
2012129	0.09325	3.409	0.135
2012342	0.09325	3.427	0.137
2012555	0.0932	3.409	0.135
2012768	0.0932	3.393	0.136
2012980	0.09325	3.425	0.136
2013193	0.0932	3.425	0.136
2013406	0.09325	3.425	0.137
2013619	0.09315	3.409	0.136
2013832	0.0932	3.408	0.135
2014044	0.09325	3.393	0.135
2014257	0.09325	3.41	0.136
2014470	0.09325	3.426	0.137
2014683	0.0932	3.425	0.136
2014896	0.0932	3.424	0.135
2015109	0.0932	3.408	0.135
2015321	0.09325	3.424	0.136
2015534	0.0932	3.393	0.135
2015747	0.09325	3.425	0.136
2015960	0.0932	3.425	0.136
2016173	0.09325	3.376	0.134
2016386	0.09331	3.393	0.134
2016598	0.09325	3.409	0.134
2016811	0.09331	3.425	0.136
2017024	0.09325	3.408	0.135
2017237	0.09325	3.409	0.136
2017450	0.09325	3.424	0.138
2017662	0.0932	3.426	0.137
2017875	0.0932	3.393	0.135
2018088	0.09325	3.392	0.135
2018301	0.09325	3.424	0.137
2018514	0.09325	3.425	0.136
2018727	0.09325	3.423	0.135
2018939	0.09325	3.377	0.136
2019152	0.09331	3.408	0.135
2019365	0.09336	3.408	0.136
2019578	0.09325	3.392	0.136
2019791	0.09325	3.423	0.136
2020004	0.09331	3.391	0.135
2020216	0.09325	3.391	0.134
2020429	0.09336	3.391	0.136
2020642	0.0932	3.407	0.135
2020855	0.0932	3.424	0.136
2021068	0.09325	3.407	0.135
2021280	0.09331	3.407	0.136
2021493	0.09331	3.392	0.135
2021706	0.09325	3.406	0.135
2021919	0.09331	3.407	0.136
2022132	0.09331	3.423	0.135
2022345	0.09331	3.422	0.136
2022557	0.09331	3.407	0.135
2022770	0.09336	3.423	0.136
2022983	0.09331	3.423	0.137
2023196	0.09331	3.423	0.136
2023409	0.09325	3.422	0.137
2023622	0.09325	3.389	0.135
2023834	0.09336	3.422	0.136
2024047	0.09336	3.422	0.137
2024260	0.09331	3.406	0.136
2024473	0.09336	3.422	0.137
2024686	0.09331	3.405	0.136
2024898	0.09331	3.39	0.136
2025111	0.09325	3.39	0.136
2025324	0.09331	3.372	0.134
2025537	0.09336	3.421	0.136
2025750	0.09331	3.421	0.137
2025963	0.09331	3.421	0.136
2026175	0.09342	3.406	0.135
2026388	0.09331	3.421	0.136
2026601	0.09342	3.421	0.137
2026814	0.09325	3.422	0.137
2027027	0.09331	3.406	0.136
2027240	0.09331	3.407	0.137
2027452	0.09336	3.422	0.137
2027665	0.09342	3.404	0.137
2027878	0.09336	3.39	0.136
2028091	0.09336	3.421	0.136
2028304	0.09342	3.389	0.135
2028515	0.09336	3.421	0.136
2028728	0.09336	3.42	0.136
2028941	0.09336	3.404	0.136
2029154	0.09336	3.422	0.137
2029367	0.09336	3.404	0.135
2029580	0.09342	3.405	0.136
2029792	0.09331	3.388	0.136
2030005	0.09336	3.404	0.135
2030218	0.09342	3.389	0.135
2030431	0.09336	3.421	0.137
2030644	0.09336	3.404	0.137
2030857	0.09342	3.421	0.137
2031069	0.09336	3.403	0.136
2031282	0.09342	3.419	0.136
2031495	0.09347	3.404	0.137
2031708	0.09347	3.387	0.135
2031921	0.09342	3.42	0.137
2032133	0.09342	3.404	0.136
2032346	0.09342	3.387	0.136
2032559	0.09336	3.419	0.137
2032772	0.09342	3.403	0.136
2032985	0.09336	3.387	0.136
2033198	0.09342	3.419	0.137
2033410	0.09347	3.402	0.137
2033623	0.09353	3.387	0.136
2033836	0.09342	3.387	0.135
2034049	0.09342	3.37	0.134
2034262	0.09347	3.418	0.136
2034475	0.09342	3.386	0.133
2034687	0.09347	3.402	0.135
2034900	0.09347	3.418	0.136
2035113	0.09347	3.403	0.136
2035326	0.09342	3.418	0.137
2035539	0.09342	3.384	0.134
2035751	0.09347	3.403	0.136
2035964	0.09342	3.402	0.136
2036177	0.09342	3.386	0.135
2036390	0.09342	3.386	0.135
2036603	0.09342	3.417	0.137
2036816	0.09342	3.417	0.137
2037028	0.09347	3.416	0.136
2037241	0.09347	3.401	0.136
2037454	0.09353	3.417	0.135
2037667	0.09342	3.385	0.135
2037880	0.09353	3.418	0.137
2038093	0.09347	3.386	0.136
2038305	0.09347	3.417	0.137
2038518	0.09342	3.401	0.135
2038731	0.09347	3.386	0.135
2038944	0.09353	3.418	0.137
2039157	0.09353	3.386	0.135
2039369	0.09347	3.401	0.136
2039582	0.09347	3.416	0.135
2039795	0.09353	3.385	0.135
2040008	0.09347	3.385	0.135
2040221	0.09353	3.417	0.137
2040434	0.09342	3.384	0.136
2040646	0.09347	3.417	0.139
2040859	0.09353	3.416	0.136
2041072	0.09347	3.402	0.136
2041285	0.09347	3.4	0.136
2041498	0.09358	3.4	0.135
2041711	0.09353	3.386	0.134
2041923	0.09358	3.416	0.136
2042136	0.09347	3.383	0.136
2042349	0.09347	3.384	0.134
2042562	0.09358	3.384	0.135
2042775	0.09347	3.416	0.138
2042987	0.09347	3.4	0.135
2043200	0.09353	3.401	0.137
2043413	0.09353	3.416	0.137
2043626	0.09353	3.383	0.135
2043839	0.09353	3.415	0.137
2044052	0.09353	3.415	0.136
2044264	0.09363	3.415	0.137
2044477	0.09353	3.416	0.138
2044690	0.09347	3.414	0.137
2044903	0.09358	3.367	0.136
2045116	0.09358	3.415	0.137
2045329	0.09353	3.399	0.137
2045540	0.09353	3.399	0.136
2045753	0.09347	3.366	0.135
2045966	0.09353	3.399	0.136
2046179	0.09358	3.413	0.136
2046392	0.09353	3.414	0.137
2046604	0.09358	3.415	0.135
2046817	0.09347	3.366	0.136
2047030	0.09358	3.399	0.137
2047243	0.09353	3.415	0.137
2047456	0.09358	3.397	0.137
2047669	0.09353	3.414	0.138
2047881	0.09358	3.381	0.137
2048094	0.09353	3.414	0.136
2048307	0.09363	3.397	0.137
2048520	0.09369	3.412	0.137
2048733	0.09353	3.414	0.137
2048946	0.09353	3.398	0.137
2049158	0.09358	3.414	0.136
2049371	0.09358	3.414	0.138
2049584	0.09358	3.415	0.136
2049797	0.09353	3.398	0.136
2050010	0.09363	3.398	0.135
2050222	0.09353	3.382	0.135
2050435	0.09363	3.413	0.138
2050648	0.09358	3.415	0.137
2050861	0.09369	3.413	0.137
2051074	0.09363	3.413	0.135
2051287	0.09363	3.397	0.136
2051499	0.09358	3.381	0.135
2051712	0.09358	3.413	0.137
2051925	0.09369	3.414	0.136
2052138	0.09363	3.412	0.136
2052351	0.09363	3.365	0.135
2052564	0.09363	3.396	0.136
2052776	0.09363	3.396	0.136
2052989	0.09363	3.413	0.137
2053202	0.09353	3.413	0.137
2053415	0.09369	3.413	0.137
2053628	0.09363	3.397	0.136
2053840	0.09358	3.413	0.137
2054053	0.09363	3.381	0.136
2054266	0.09363	3.412	0.137
2054479	0.09363	3.412	0.138
2054692	0.09369	3.379	0.136
2054905	0.09369	3.38	0.135
2055117	0.09369	3.411	0.137
2055330	0.09363	3.363	0.135
2055543	0.09369	3.414	0.138
2055756	0.09369	3.394	0.136
2055969	0.09358	3.395	0.136
2056182	0.09363	3.396	0.136
2056394	0.09363	3.396	0.136
2056607	0.09369	3.395	0.137
2056820	0.09369	3.364	0.135
2057033	0.09369	3.394	0.136
2057246	0.09358	3.379	0.135
2057459	0.09363	3.411	0.138
2057671	0.09369	3.379	0.137
2057884	0.09369	3.412	0.138
2058097	0.09369	3.411	0.137
2058310	0.09363	3.411	0.138
2058523	0.09369	3.411	0.137
2058735	0.09358	3.362	0.134
2058948	0.09369	3.41	0.139
