Time	CHANNEL0	CHANNEL1	CHANNEL2	CHANNEL3	CHANNEL4	CHANNEL5	CHANNEL6	CHANNEL7
52800	 295,0361	 294,1181	 294,8445	 295,2118	 294,0978	 294,0756	 294,9307	 295,6262
52850	 295,0361	 294,1181	 294,8445	 295,2118	 294,0978	 294,0756	 294,9178	 295,6262
52900	 295,0361	 294,1181	 294,8445	 295,2118	 294,0978	 294,0756	 294,9178	 295,6262
52950	 295,0361	 294,1200	 294,8445	 295,2118	 294,0978	 294,0848	 294,9178	 295,6262
53000	 295,0361	 294,1200	 294,8445	 295,2118	 294,0978	 294,0848	 294,9178	 295,6262
53050	 295,0361	 294,1200	 294,8445	 295,2118	 294,0978	 294,0848	 294,9178	 295,6262
53100	 295,0361	 294,1200	 294,8445	 295,2155	 294,0978	 294,0848	 294,9178	 295,6262
53150	 295,0361	 294,1200	 294,8445	 295,2155	 294,0978	 294,0848	 294,9178	 295,6262
53200	 295,0361	 294,1200	 294,8445	 295,2155	 294,0978	 294,0848	 294,9178	 295,6326
53250	 295,0389	 294,1200	 294,8445	 295,2155	 294,0839	 294,0848	 294,9178	 295,6326
53300	 295,0389	 294,1200	 294,8445	 295,2155	 294,0839	 294,0848	 294,9178	 295,6326
53350	 295,0389	 294,1200	 294,8445	 295,2155	 294,0839	 294,0848	 294,9178	 295,6326
53400	 295,0389	 294,1200	 294,8344	 295,2155	 294,0839	 294,0848	 294,9178	 295,6326
53450	 295,0389	 294,1200	 294,8344	 295,2155	 294,0839	 294,0848	 294,9178	 295,6326
53500	 295,0389	 294,1200	 294,8344	 295,2155	 294,0839	 294,0848	 294,9353	 295,6326
53550	 295,0389	 294,1144	 294,8344	 295,2155	 294,0839	 294,0904	 294,9353	 295,6326
53600	 295,0389	 294,1144	 294,8344	 295,2155	 294,0839	 294,0904	 294,9353	 295,6326
53650	 295,0389	 294,1144	 294,8344	 295,2155	 294,0839	 294,0904	 294,9353	 295,6326
53700	 295,0389	 294,1144	 294,8344	 295,2137	 294,0839	 294,0904	 294,9353	 295,6326
53750	 295,0389	 294,1144	 294,8344	 295,2137	 294,0839	 294,0904	 294,9353	 295,6326
53800	 295,0389	 294,1144	 294,8344	 295,2137	 294,0839	 294,0904	 294,9353	 295,6326
53850	 295,0370	 294,1144	 294,8344	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
53900	 295,0370	 294,1144	 294,8344	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
53950	 295,0370	 294,1144	 294,8344	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
54000	 295,0370	 294,1144	 294,8344	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
54050	 295,0370	 294,1144	 294,8344	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
54100	 295,0370	 294,1144	 294,8297	 295,2137	 294,0784	 294,0904	 294,9353	 295,6447
54150	 295,0370	 294,1079	 294,8297	 295,2137	 294,0784	 294,0904	 294,9335	 295,6447
54200	 295,0370	 294,1079	 294,8297	 295,2137	 294,0784	 294,0904	 294,9335	 295,6447
54250	 295,0370	 294,1079	 294,8297	 295,2137	 294,0784	 294,0922	 294,9335	 295,6447
54300	 295,0370	 294,1079	 294,8297	 295,2137	 294,0784	 294,0922	 294,9335	 295,6447
54350	 295,0370	 294,1079	 294,8297	 295,2137	 294,0784	 294,0922	 294,9335	 295,6447
54400	 295,0370	 294,1079	 294,8297	 295,2127	 294,0784	 294,0922	 294,9335	 295,6447
54450	 295,0490	 294,1079	 294,8297	 295,2127	 294,0784	 294,0922	 294,9335	 295,6345
54500	 295,0490	 294,1079	 294,8297	 295,2127	 294,0784	 294,0922	 294,9335	 295,6345
54550	 295,0490	 294,1079	 294,8297	 295,2127	 294,0811	 294,0922	 294,9335	 295,6345
54600	 295,0490	 294,1079	 294,8297	 295,2127	 294,0811	 294,0922	 294,9335	 295,6345
54650	 295,0490	 294,1079	 294,8297	 295,2127	 294,0811	 294,0922	 294,9335	 295,6345
54700	 295,0490	 294,1079	 294,8307	 295,2127	 294,0811	 294,0922	 294,9335	 295,6345
54750	 295,0490	 294,1181	 294,8307	 295,2127	 294,0811	 294,0922	 294,9418	 295,6345
54800	 295,0490	 294,1181	 294,8307	 295,2127	 294,0811	 294,0922	 294,9418	 295,6345
54850	 295,0490	 294,1181	 294,8307	 295,2127	 294,0811	 294,0913	 294,9418	 295,6345
54900	 295,0490	 294,1181	 294,8307	 295,2127	 294,0811	 294,0913	 294,9418	 295,6345
54950	 295,0490	 294,1181	 294,8307	 295,2127	 294,0811	 294,0913	 294,9418	 295,6345
55000	 295,0490	 294,1181	 294,8307	 295,2137	 294,0811	 294,0913	 294,9418	 295,6345
55050	 295,0490	 294,1181	 294,8307	 295,2137	 294,0811	 294,0913	 294,9418	 295,6345
55100	 295,0463	 294,1181	 294,8307	 295,2137	 294,0811	 294,0913	 294,9418	 295,6373
55150	 295,0463	 294,1181	 294,8307	 295,2137	 294,0765	 294,0913	 294,9418	 295,6373
55200	 295,0463	 294,1181	 294,8307	 295,2137	 294,0765	 294,0913	 294,9418	 295,6373
55250	 295,0463	 294,1181	 294,8307	 295,2137	 294,0765	 294,0913	 294,9418	 295,6373
55300	 295,0463	 294,1181	 294,8362	 295,2137	 294,0765	 294,0913	 294,9418	 295,6373
55350	 295,0463	 294,1181	 294,8362	 295,2137	 294,0765	 294,0913	 294,9418	 295,6373
55400	 295,0463	 294,1181	 294,8362	 295,2137	 294,0765	 294,0913	 294,9251	 295,6373
55450	 295,0463	 294,1135	 294,8362	 295,2137	 294,0765	 294,0774	 294,9251	 295,6373
55500	 295,0463	 294,1135	 294,8362	 295,2137	 294,0765	 294,0774	 294,9251	 295,6373
55550	 295,0463	 294,1135	 294,8362	 295,2137	 294,0765	 294,0774	 294,9251	 295,6373
55600	 295,0463	 294,1135	 294,8362	 295,2137	 294,0765	 294,0774	 294,9251	 295,6373
55650	 295,0463	 294,1135	 294,8362	 295,2099	 294,0765	 294,0774	 294,9251	 295,6373
55700	 295,0463	 294,1135	 294,8362	 295,2099	 294,0765	 294,0774	 294,9251	 295,6373
55750	 295,0463	 294,1135	 294,8362	 295,2099	 294,0765	 294,0774	 294,9251	 295,6373
55800	 295,0333	 294,1135	 294,8362	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
55850	 295,0333	 294,1135	 294,8362	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
55900	 295,0333	 294,1135	 294,8362	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
55950	 295,0333	 294,1135	 294,8362	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
56000	 295,0333	 294,1135	 294,8390	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
56050	 295,0333	 294,1135	 294,8390	 295,2099	 294,1015	 294,0774	 294,9251	 295,6354
56100	 295,0333	 294,1200	 294,8390	 295,2099	 294,1015	 294,0941	 294,9381	 295,6354
56150	 295,0333	 294,1200	 294,8390	 295,2099	 294,1015	 294,0941	 294,9381	 295,6354
56200	 295,0333	 294,1200	 294,8390	 295,2099	 294,1015	 294,0941	 294,9381	 295,6354
56250	 295,0333	 294,1200	 294,8390	 295,2099	 294,1015	 294,0941	 294,9381	 295,6354
56300	 295,0333	 294,1200	 294,8390	 295,2155	 294,1015	 294,0941	 294,9381	 295,6354
56350	 295,0333	 294,1200	 294,8390	 295,2155	 294,1015	 294,0941	 294,9381	 295,6354
56400	 295,0361	 294,1200	 294,8390	 295,2155	 294,1015	 294,0941	 294,9381	 295,6511
56450	 295,0361	 294,1200	 294,8390	 295,2155	 294,0811	 294,0941	 294,9381	 295,6511
56500	 295,0361	 294,1200	 294,8390	 295,2155	 294,0811	 294,0941	 294,9381	 295,6511
56550	 295,0361	 294,1200	 294,8390	 295,2155	 294,0811	 294,0941	 294,9381	 295,6511
56600	 295,0361	 294,1200	 294,8381	 295,2155	 294,0811	 294,0941	 294,9381	 295,6511
56650	 295,0361	 294,1200	 294,8381	 295,2155	 294,0811	 294,0941	 294,9381	 295,6511
56700	 295,0361	 294,1163	 294,8381	 295,2155	 294,0811	 294,0941	 294,9251	 295,6511
56750	 295,0361	 294,1163	 294,8381	 295,2155	 294,0811	 294,0839	 294,9251	 295,6511
56800	 295,0361	 294,1163	 294,8381	 295,2155	 294,0811	 294,0839	 294,9251	 295,6511
56850	 295,0361	 294,1163	 294,8381	 295,2155	 294,0811	 294,0839	 294,9251	 295,6511
56900	 295,0361	 294,1163	 294,8381	 295,2007	 294,0811	 294,0839	 294,9251	 295,6511
56950	 295,0361	 294,1163	 294,8381	 295,2007	 294,0811	 294,0839	 294,9251	 295,6511
57000	 295,0361	 294,1163	 294,8381	 295,2007	 294,0811	 294,0839	 294,9251	 295,6465
57050	 295,0361	 294,1163	 294,8381	 295,2007	 294,0811	 294,0839	 294,9251	 295,6465
57100	 295,0453	 294,1163	 294,8381	 295,2007	 294,0932	 294,0839	 294,9251	 295,6465
57150	 295,0453	 294,1163	 294,8381	 295,2007	 294,0932	 294,0839	 294,9251	 295,6465
57200	 295,0453	 294,1163	 294,8381	 295,2007	 294,0932	 294,0839	 294,9251	 295,6465
57250	 295,0453	 294,1163	 294,8307	 295,2007	 294,0932	 294,0839	 294,9251	 295,6465
57300	 295,0453	 294,1163	 294,8307	 295,2007	 294,0932	 294,0839	 294,9390	 295,6465
57350	 295,0453	 294,1163	 294,8307	 295,2007	 294,0932	 294,0839	 294,9390	 295,6465
57400	 295,0453	 294,1264	 294,8307	 295,2007	 294,0932	 294,0663	 294,9390	 295,6465
57450	 295,0453	 294,1264	 294,8307	 295,2007	 294,0932	 294,0663	 294,9390	 295,6465
57500	 295,0453	 294,1264	 294,8307	 295,2007	 294,0932	 294,0663	 294,9390	 295,6465
57550	 295,0453	 294,1264	 294,8307	 295,2007	 294,0932	 294,0663	 294,9390	 295,6465
57600	 295,0453	 294,1264	 294,8307	 295,2118	 294,0932	 294,0663	 294,9390	 295,6465
57650	 295,0453	 294,1264	 294,8307	 295,2118	 294,0932	 294,0663	 294,9390	 295,6465
57700	 295,0342	 294,1264	 294,8307	 295,2118	 294,0932	 294,0663	 294,9390	 295,6520
57750	 295,0342	 294,1264	 294,8307	 295,2118	 294,0895	 294,0663	 294,9390	 295,6520
57800	 295,0342	 294,1264	 294,8307	 295,2118	 294,0895	 294,0663	 294,9390	 295,6520
57850	 295,0342	 294,1264	 294,8307	 295,2118	 294,0895	 294,0663	 294,9390	 295,6520
57900	 295,0342	 294,1264	 294,8418	 295,2118	 294,0895	 294,0663	 294,9390	 295,6520
57950	 295,0342	 294,1264	 294,8418	 295,2118	 294,0895	 294,0663	 294,9390	 295,6520
58000	 295,0342	 294,1181	 294,8418	 295,2118	 294,0895	 294,0663	 294,9381	 295,6520
58050	 295,0342	 294,1181	 294,8418	 295,2118	 294,0895	 294,0821	 294,9381	 295,6520
58100	 295,0342	 294,1181	 294,8418	 295,2118	 294,0895	 294,0821	 294,9381	 295,6520
58150	 295,0342	 294,1181	 294,8418	 295,2118	 294,0895	 294,0821	 294,9381	 295,6520
58200	 295,0342	 294,1181	 294,8418	 295,2062	 294,0895	 294,0821	 294,9381	 295,6520
58250	 295,0342	 294,1181	 294,8418	 295,2062	 294,0895	 294,0821	 294,9381	 295,6520
58300	 295,0379	 294,1181	 294,8418	 295,2062	 294,0895	 294,0821	 294,9381	 295,6585
58350	 295,0379	 294,1181	 294,8418	 295,2062	 294,0932	 294,0821	 294,9381	 295,6585
58400	 295,0379	 294,1181	 294,8418	 295,2062	 294,0932	 294,0821	 294,9381	 295,6585
58450	 295,0379	 294,1181	 294,8418	 295,2062	 294,0932	 294,0821	 294,9381	 295,6585
58500	 295,0379	 294,1181	 294,8372	 295,2062	 294,0932	 294,0821	 294,9381	 295,6585
58550	 295,0379	 294,1181	 294,8372	 295,2062	 294,0932	 294,0821	 294,9381	 295,6585
58600	 295,0379	 294,1246	 294,8372	 295,2062	 294,0932	 294,0821	 294,9344	 295,6585
58650	 295,0379	 294,1246	 294,8372	 295,2062	 294,0932	 294,0811	 294,9344	 295,6585
58700	 295,0379	 294,1246	 294,8372	 295,2062	 294,0932	 294,0811	 294,9344	 295,6585
58750	 295,0379	 294,1246	 294,8372	 295,2062	 294,0932	 294,0811	 294,9344	 295,6585
58800	 295,0379	 294,1246	 294,8372	 295,2062	 294,0932	 294,0811	 294,9344	 295,6585
58850	 295,0379	 294,1246	 294,8372	 295,2173	 294,0932	 294,0811	 294,9344	 295,6585
58900	 295,0315	 294,1246	 294,8372	 295,2173	 294,0932	 294,0811	 294,9344	 295,6391
58950	 295,0315	 294,1246	 294,8372	 295,2173	 294,0932	 294,0811	 294,9344	 295,6391
59000	 295,0315	 294,1246	 294,8372	 295,2173	 294,0913	 294,0811	 294,9344	 295,6391
59050	 295,0315	 294,1246	 294,8372	 295,2173	 294,0913	 294,0811	 294,9344	 295,6391
59100	 295,0315	 294,1246	 294,8372	 295,2173	 294,0913	 294,0811	 294,9344	 295,6391
59150	 295,0315	 294,1246	 294,8427	 295,2173	 294,0913	 294,0811	 294,9344	 295,6391
59200	 295,0315	 294,1246	 294,8427	 295,2173	 294,0913	 294,0811	 294,9344	 295,6391
59250	 295,0315	 294,1172	 294,8427	 295,2173	 294,0913	 294,0811	 294,9399	 295,6391
59300	 295,0315	 294,1172	 294,8427	 295,2173	 294,0913	 294,0848	 294,9399	 295,6391
59350	 295,0315	 294,1172	 294,8427	 295,2173	 294,0913	 294,0848	 294,9399	 295,6391
59400	 295,0315	 294,1172	 294,8427	 295,2173	 294,0913	 294,0848	 294,9399	 295,6391
59450	 295,0315	 294,1172	 294,8427	 295,2137	 294,0913	 294,0848	 294,9399	 295,6391
59500	 295,0315	 294,1172	 294,8427	 295,2137	 294,0913	 294,0848	 294,9399	 295,6391
59550	 295,0490	 294,1172	 294,8427	 295,2137	 294,0913	 294,0848	 294,9399	 295,6382
59600	 295,0490	 294,1172	 294,8427	 295,2137	 294,0913	 294,0848	 294,9399	 295,6382
59650	 295,0490	 294,1172	 294,8427	 295,2137	 294,0904	 294,0848	 294,9399	 295,6382
59700	 295,0490	 294,1172	 294,8427	 295,2137	 294,0904	 294,0848	 294,9399	 295,6382
59750	 295,0490	 294,1172	 294,8427	 295,2137	 294,0904	 294,0848	 294,9399	 295,6382
59800	 295,0490	 294,1172	 294,8399	 295,2137	 294,0904	 294,0848	 294,9399	 295,6382
59850	 295,0490	 294,1237	 294,8399	 295,2137	 294,0904	 294,0848	 294,9233	 295,6382
59900	 295,0490	 294,1237	 294,8399	 295,2137	 294,0904	 294,0848	 294,9233	 295,6382
59950	 295,0490	 294,1237	 294,8399	 295,2137	 294,0904	 294,0802	 294,9233	 295,6382
