Time	CHANNEL0	CHANNEL1	CHANNEL2	CHANNEL3	CHANNEL4	CHANNEL5	CHANNEL6	CHANNEL7
13650	 295,0805	 294,2079	 294,8437	 295,2571	 294,0154	 294,0904	 294,9289	 295,6410
13700	 295,1018	 294,2237	 294,8594	 295,2729	 294,0154	 294,0904	 294,9289	 295,6465
13750	 295,1018	 294,2237	 294,8594	 295,2729	 294,0163	 294,0904	 294,9289	 295,6465
13800	 295,1018	 294,2237	 294,8594	 295,2729	 294,0163	 294,0904	 294,9289	 295,6465
13850	 295,1018	 294,2237	 294,8594	 295,2729	 294,0163	 294,0904	 294,9289	 295,6465
13900	 295,1018	 294,2237	 294,8594	 295,2729	 294,0163	 294,0904	 294,9289	 295,6465
13950	 295,1018	 294,2237	 294,8594	 295,2729	 294,0163	 294,0904	 294,9289	 295,6465
14000	 295,1018	 294,2181	 294,8594	 295,2729	 294,0163	 294,0904	 294,9326	 295,6465
14050	 295,1018	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6465
14100	 295,1018	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6465
14150	 295,1018	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6465
14200	 295,1018	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6465
14250	 295,1018	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6465
14300	 295,0907	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6391
14350	 295,0907	 294,2181	 294,8502	 295,2729	 294,0163	 294,0950	 294,9326	 295,6391
14400	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14450	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14500	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14550	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14600	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14650	 295,0907	 294,2181	 294,8502	 295,2821	 294,0061	 294,0950	 294,9326	 295,6391
14700	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
14750	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
14800	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
14850	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
14900	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
14950	 295,0907	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6234
15000	 295,1092	 294,2227	 294,8502	 295,2821	 293,9904	 294,0793	 294,8955	 295,6317
15050	 295,1092	 294,2227	 294,8502	 295,2821	 293,9913	 294,0793	 294,8955	 295,6317
15100	 295,1092	 294,2227	 294,8502	 295,2821	 293,9913	 294,0793	 294,8955	 295,6317
15150	 295,1092	 294,2227	 294,8502	 295,2821	 293,9913	 294,0793	 294,8955	 295,6317
15200	 295,1092	 294,2227	 294,8502	 295,2821	 293,9913	 294,0793	 294,8955	 295,6317
15250	 295,1092	 294,2227	 294,8502	 295,2821	 293,9913	 294,0793	 294,8955	 295,6317
15300	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0793	 294,9103	 295,6317
15350	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6317
15400	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6317
15450	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6317
15500	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6317
15550	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6206
15600	 295,1092	 294,2227	 294,8622	 295,2821	 293,9913	 294,0737	 294,9103	 295,6206
15650	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15700	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15750	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15800	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15850	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15900	 295,0907	 294,2227	 294,8622	 295,2877	 293,9941	 294,0737	 294,9103	 295,6206
15950	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16000	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16050	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16100	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16150	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16200	 295,0907	 294,2191	 294,8492	 295,2877	 293,9941	 294,0793	 294,9094	 295,6206
16250	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16300	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16350	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16400	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16450	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16500	 295,1101	 294,2191	 294,8492	 295,2979	 293,9941	 294,0793	 294,9094	 295,6262
16550	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0793	 294,9140	 295,6262
16600	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0793	 294,9140	 295,6262
16650	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0802	 294,9140	 295,6262
16700	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0802	 294,9140	 295,6262
16750	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0802	 294,9140	 295,6262
16800	 295,1101	 294,2246	 294,8474	 295,2979	 293,9941	 294,0802	 294,9140	 295,6262
16850	 295,1101	 294,2246	 294,8474	 295,2784	 293,9941	 294,0802	 294,9140	 295,6234
16900	 295,1101	 294,2246	 294,8474	 295,2784	 293,9941	 294,0802	 294,9140	 295,6234
16950	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,9140	 295,6234
17000	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,9140	 295,6234
17050	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,9140	 295,6234
17100	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,9140	 295,6234
17150	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,8965	 295,6234
17200	 295,0935	 294,2246	 294,8474	 295,2784	 294,0043	 294,0802	 294,8965	 295,6234
17250	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6234
17300	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6234
17350	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6234
17400	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6234
17450	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6354
17500	 295,0935	 294,2200	 294,8548	 295,2784	 294,0043	 294,0746	 294,8965	 295,6354
17550	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17600	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17650	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17700	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17750	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17800	 295,0944	 294,2200	 294,8548	 295,2969	 294,0015	 294,0746	 294,8965	 295,6354
17850	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
17900	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
17950	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
18000	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
18050	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
18100	 295,0944	 294,2283	 294,8446	 295,2969	 294,0015	 294,0608	 294,9076	 295,6354
18150	 295,0842	 294,2283	 294,8446	 295,2738	 294,0015	 294,0608	 294,9076	 295,6326
18200	 295,0842	 294,2283	 294,8446	 295,2738	 293,9978	 294,0608	 294,9076	 295,6326
18250	 295,0842	 294,2283	 294,8446	 295,2738	 293,9978	 294,0608	 294,9076	 295,6326
18300	 295,0842	 294,2283	 294,8446	 295,2738	 293,9978	 294,0608	 294,9076	 295,6326
18350	 295,0842	 294,2283	 294,8446	 295,2738	 293,9978	 294,0608	 294,9076	 295,6326
18400	 295,0842	 294,2283	 294,8446	 295,2738	 293,9978	 294,0608	 294,9076	 295,6326
18450	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0608	 294,9039	 295,6326
18500	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0608	 294,9039	 295,6326
18550	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0663	 294,9039	 295,6326
18600	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0663	 294,9039	 295,6326
18650	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0663	 294,9039	 295,6326
18700	 295,0842	 294,2200	 294,8566	 295,2738	 293,9978	 294,0663	 294,9039	 295,6326
18750	 295,0842	 294,2200	 294,8566	 295,2738	 294,0135	 294,0821	 294,9196	 295,6363
18800	 295,0842	 294,2200	 294,8566	 295,2738	 294,0135	 294,0821	 294,9196	 295,6363
18850	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9196	 295,6363
18900	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9196	 295,6363
18950	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9196	 295,6363
19000	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9196	 295,6363
19050	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9122	 295,6363
19100	 295,0953	 294,2200	 294,8566	 295,2701	 294,0163	 294,0821	 294,9122	 295,6363
19150	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19200	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19250	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19300	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19350	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19400	 295,0953	 294,2200	 294,8631	 295,2701	 294,0163	 294,0941	 294,9122	 295,6363
19450	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19500	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19550	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19600	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19650	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19700	 295,0999	 294,2200	 294,8631	 295,2831	 294,0274	 294,0941	 294,9122	 295,6382
19750	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
19800	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
19850	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
19900	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
19950	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
20000	 295,0999	 294,2181	 294,8585	 295,2831	 294,0117	 294,0821	 294,9103	 295,6225
20050	 295,0953	 294,2181	 294,8585	 295,2775	 294,0117	 294,0821	 294,9103	 295,6225
20100	 295,0953	 294,2181	 294,8585	 295,2775	 294,0117	 294,0821	 294,9103	 295,6225
20150	 295,0953	 294,2181	 294,8585	 295,2775	 293,9922	 294,0821	 294,9103	 295,6225
20200	 295,0953	 294,2181	 294,8585	 295,2775	 293,9922	 294,0821	 294,9103	 295,6225
20250	 295,0953	 294,2181	 294,8585	 295,2775	 293,9922	 294,0821	 294,9103	 295,6225
20300	 295,0953	 294,2181	 294,8585	 295,2775	 293,9922	 294,0821	 294,9103	 295,6225
20350	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0821	 294,8974	 295,6225
20400	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0821	 294,8974	 295,6225
20450	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0858	 294,8974	 295,6225
20500	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0858	 294,8974	 295,6225
20550	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0858	 294,8974	 295,6225
20600	 295,0953	 294,2191	 294,8733	 295,2775	 293,9922	 294,0858	 294,8974	 295,6225
20650	 295,0953	 294,2191	 294,8733	 295,2756	 293,9922	 294,0858	 294,8974	 295,6225
20700	 295,0953	 294,2191	 294,8733	 295,2756	 293,9922	 294,0858	 294,8974	 295,6225
20750	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
20800	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
20850	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
20900	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
20950	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
21000	 295,0944	 294,2191	 294,8733	 295,2756	 293,9904	 294,0700	 294,8817	 295,6012
21050	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6012
21100	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6012
21150	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6012
21200	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6012
21250	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6012
21300	 295,0944	 294,2163	 294,8511	 295,2756	 293,9904	 294,0654	 294,9020	 295,6123
21350	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21400	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21450	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21500	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21550	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21600	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21650	 295,1064	 294,2163	 294,8511	 295,2784	 293,9904	 294,0654	 294,9020	 295,6123
21700	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
21750	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
21800	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
21850	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
21900	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
21950	 295,1064	 294,2255	 294,8594	 295,2784	 293,9904	 294,0598	 294,9001	 295,6123
22000	 295,0916	 294,2255	 294,8594	 295,2710	 293,9904	 294,0598	 294,9001	 295,6169
22050	 295,0916	 294,2255	 294,8594	 295,2710	 293,9756	 294,0598	 294,9001	 295,6169
22100	 295,0916	 294,2255	 294,8594	 295,2710	 293,9756	 294,0598	 294,9001	 295,6169
22150	 295,0916	 294,2255	 294,8594	 295,2710	 293,9756	 294,0598	 294,9001	 295,6169
22200	 295,0916	 294,2255	 294,8594	 295,2710	 293,9756	 294,0598	 294,9001	 295,6169
22250	 295,0916	 294,2255	 294,8594	 295,2710	 293,9756	 294,0598	 294,9001	 295,6169
22300	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0598	 294,8946	 295,6169
22350	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0543	 294,8946	 295,6169
22400	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0543	 294,8946	 295,6169
22450	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0543	 294,8946	 295,6169
22500	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0543	 294,8946	 295,6169
22550	 295,0916	 294,2163	 294,8659	 295,2710	 293,9756	 294,0543	 294,8946	 295,6169
22600	 295,0935	 294,2163	 294,8659	 295,2849	 293,9756	 294,0543	 294,8946	 295,6178
22650	 295,0935	 294,2163	 294,8659	 295,2849	 293,9885	 294,0543	 294,8946	 295,6178
22700	 295,0935	 294,2163	 294,8659	 295,2849	 293,9885	 294,0543	 294,8946	 295,6178
22750	 295,0935	 294,2163	 294,8659	 295,2849	 293,9885	 294,0543	 294,8946	 295,6178
22800	 295,0935	 294,2163	 294,8659	 295,2849	 293,9885	 294,0543	 294,8946	 295,6178
22850	 295,0935	 294,2163	 294,8659	 295,2849	 293,9885	 294,0543	 294,8946	 295,6178
22900	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0543	 294,8965	 295,6178
22950	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0543	 294,8965	 295,6178
23000	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0672	 294,8965	 295,6178
23050	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0672	 294,8965	 295,6178
23100	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0672	 294,8965	 295,6178
23150	 295,0935	 294,2227	 294,8650	 295,2849	 293,9885	 294,0672	 294,8965	 295,6178
23200	 295,0935	 294,2227	 294,8650	 295,2794	 293,9885	 294,0672	 294,8965	 295,6187
23250	 295,0935	 294,2227	 294,8650	 295,2794	 293,9885	 294,0672	 294,8965	 295,6187
23300	 295,0888	 294,2227	 294,8650	 295,2794	 293,9987	 294,0672	 294,8965	 295,6187
23350	 295,0888	 294,2227	 294,8650	 295,2794	 293,9987	 294,0672	 294,8965	 295,6187
23400	 295,0888	 294,2227	 294,8650	 295,2794	 293,9987	 294,0672	 294,8965	 295,6187
23450	 295,0888	 294,2227	 294,8650	 295,2794	 293,9987	 294,0672	 294,8965	 295,6187
23500	 295,0888	 294,2227	 294,8650	 295,2794	 293,9987	 294,0672	 294,8965	 295,6187
23550	 295,0888	 294,2227	 294,8520	 295,2794	 293,9987	 294,0672	 294,9001	 295,6187
23600	 295,0888	 294,2255	 294,8520	 295,2794	 293,9987	 294,0570	 294,9001	 295,6187
23650	 295,0888	 294,2255	 294,8520	 295,2794	 293,9987	 294,0570	 294,9001	 295,6187
23700	 295,0888	 294,2255	 294,8520	 295,2794	 293,9987	 294,0570	 294,9001	 295,6187
23750	 295,0888	 294,2255	 294,8520	 295,2951	 294,0145	 294,0728	 294,9159	 295,6345
23800	 295,0888	 294,2255	 294,8520	 295,2951	 294,0145	 294,0728	 294,9159	 295,6345
23850	 295,1046	 294,2413	 294,8677	 295,2867	 294,0145	 294,0728	 294,9159	 295,6326
23900	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
23950	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24000	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24050	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24100	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24150	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24200	 295,1194	 294,2413	 294,8677	 295,2867	 294,0043	 294,0728	 294,9159	 295,6326
24250	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24300	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24350	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24400	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24450	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24500	 295,1194	 294,2265	 294,8585	 295,2867	 294,0043	 294,0793	 294,9122	 295,6326
24550	 295,1184	 294,2265	 294,8585	 295,2886	 294,0043	 294,0793	 294,9122	 295,6215
24600	 295,1184	 294,2265	 294,8585	 295,2886	 294,0126	 294,0793	 294,9122	 295,6215
24650	 295,1184	 294,2265	 294,8585	 295,2886	 294,0126	 294,0793	 294,9122	 295,6215
24700	 295,1184	 294,2265	 294,8585	 295,2886	 294,0126	 294,0793	 294,9122	 295,6215
24750	 295,1184	 294,2265	 294,8585	 295,2886	 294,0126	 294,0793	 294,9122	 295,6215
24800	 295,1184	 294,2265	 294,8585	 295,2886	 294,0126	 294,0793	 294,9122	 295,6215
24850	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0793	 294,8965	 295,6215
24900	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0700	 294,8965	 295,6215
24950	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0700	 294,8965	 295,6215
25000	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0700	 294,8965	 295,6215
25050	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0700	 294,8965	 295,6215
25100	 295,1184	 294,2450	 294,8761	 295,2886	 294,0126	 294,0700	 294,8965	 295,6215
25150	 295,1055	 294,2450	 294,8761	 295,2988	 294,0126	 294,0700	 294,8965	 295,6289
25200	 295,1055	 294,2450	 294,8761	 295,2988	 294,0034	 294,0700	 294,8965	 295,6289
25250	 295,1055	 294,2450	 294,8761	 295,2988	 294,0034	 294,0700	 294,8965	 295,6289
25300	 295,1055	 294,2450	 294,8761	 295,2988	 294,0034	 294,0700	 294,8965	 295,6289
25350	 295,1055	 294,2450	 294,8761	 295,2988	 294,0034	 294,0700	 294,8965	 295,6289
25400	 295,1055	 294,2450	 294,8761	 295,2988	 294,0034	 294,0700	 294,8965	 295,6289
25450	 295,1055	 294,2450	 294,8816	 295,2988	 294,0034	 294,0700	 294,8909	 295,6289
